Date,Deaths-boosted-0-59,Deaths-vaxxed-0-59,Deaths-not-vaxxed-0-59,Deaths-boosted-60-69,Deaths-vaxxed-60-69,Deaths-not-vaxxed-60-69,Deaths-not-vaxxed-70-79,Deaths-not-vaxxed-80-89,Deaths-not-vaxxed-90+,Deaths-vaxxed-70-79,Deaths-vaxxed-80-89,Deaths-vaxxed-90+,Deaths-vaxxed-70-79,Deaths-boosted-80-89,Deaths-boosted-90+
2022-03-29,0,14,21,9,13,11,19,20,20,18,32,18,21,29,21
